"ShapeFactor1","ShapeFactor2","TrueClass","ClusterClass"
0.56524869213461,0.534588127967266,"DERMASON","DERMASON"
0.690053387164387,0.609283351010662,"DERMASON","DERMASON"
0.578296268694369,0.561281861859528,"DERMASON","DERMASON"
0.755586479645115,0.536223998854398,"DERMASON","DERMASON"
0.740521049620527,0.568302356229909,"DERMASON","DERMASON"
0.497355523264758,0.500228847680333,"DERMASON","DERMASON"
0.742257204143013,0.417480429114173,"DERMASON","DERMASON"
0.685705496195318,0.716145707800742,"DERMASON","DERMASON"
0.659977343478738,0.59270439047556,"DERMASON","DERMASON"
0.661957089841284,0.626944018749127,"DERMASON","DERMASON"
0.567659768038526,0.561167058717897,"DERMASON","DERMASON"
0.709528073099141,0.506458459361457,"DERMASON","DERMASON"
0.655402015798085,0.456417949423916,"DERMASON","DERMASON"
0.072065282776004,0.167934322525701,"BOMBAY","BOMBAY"
0.594261109857205,0.441050684325416,"DERMASON","DERMASON"
0.565440478302121,0.423413894432063,"DERMASON","DERMASON"
0.734450234515942,0.765200253732792,"DERMASON","DERMASON"
0.628850094827811,0.589868843308842,"DERMASON","DERMASON"
0.640469619688595,0.492869984929518,"DERMASON","DERMASON"
0.682567087724226,0.425982739976477,"DERMASON","DERMASON"
0.628239003704859,0.604152918107993,"DERMASON","DERMASON"
0.635858103899373,0.633574255911897,"DERMASON","DERMASON"
0.0939218218476095,0.0866394033673033,"BOMBAY","BOMBAY"
0.6615251920365,0.460066533209408,"DERMASON","DERMASON"
0.581286432014476,0.35233957783715,"DERMASON","DERMASON"
0.695921958206804,0.545335757648227,"DERMASON","DERMASON"
0.663911187765604,0.568117729692775,"DERMASON","DERMASON"
0.67970429536218,0.68013727574784,"DERMASON","DERMASON"
0.509174687964435,0.516003676837261,"DERMASON","DERMASON"
0.497829976166251,0.509364920046293,"DERMASON","DERMASON"
0.581847019648911,0.545210899271952,"DERMASON","DERMASON"
0.597061251502886,0.578279817442954,"DERMASON","DERMASON"
0.650033459642803,0.349415594779996,"DERMASON","DERMASON"
0.583602695424224,0.452324340162397,"DERMASON","DERMASON"
0.634593858510884,0.483313577705031,"DERMASON","DERMASON"
0.750344292953654,0.675028269573959,"DERMASON","DERMASON"
0.547994040194229,0.379007208251968,"DERMASON","DERMASON"
0.539388101002705,0.463052417097492,"DERMASON","DERMASON"
0.785220052634654,0.554796453370378,"DERMASON","DERMASON"
0.720614694624409,0.665021110561433,"DERMASON","DERMASON"
0.725716017717062,0.48867371795154,"DERMASON","DERMASON"
0.617383662939311,0.521141481534174,"DERMASON","DERMASON"
0.0962583684503203,0.059802183216251,"BOMBAY","BOMBAY"
0.638165868510235,0.583395246609704,"DERMASON","DERMASON"
0.54882664667666,0.393077284263048,"DERMASON","DERMASON"
0.630153879848188,0.50133527179409,"DERMASON","DERMASON"
0.619828243307233,0.634597267459461,"DERMASON","DERMASON"
0.652197941428972,0.467873991536179,"DERMASON","DERMASON"
0.664100067757153,0.446763104437179,"DERMASON","DERMASON"
0.682742583442753,0.487666667684607,"DERMASON","DERMASON"
0.526580846952713,0.526489785751214,"DERMASON","DERMASON"
0.508441281916864,0.543320643509193,"DERMASON","DERMASON"
0.645252793224966,0.355068308072664,"DERMASON","DERMASON"
0.670877148662723,0.612097014696123,"DERMASON","DERMASON"
0.642313512902884,0.442701584863742,"DERMASON","DERMASON"
0.570137598797515,0.490356393568611,"DERMASON","DERMASON"
0.771409436795755,0.665531897903301,"DERMASON","DERMASON"
0.573226368834048,0.424211620193821,"DERMASON","DERMASON"
0.68517635562883,0.575991295883487,"DERMASON","DERMASON"
0.573593721267106,0.508725034119639,"DERMASON","DERMASON"
0.648543300846715,0.68193341698579,"DERMASON","DERMASON"
0.785944522204856,0.567932822701002,"DERMASON","DERMASON"
0.651351979029166,0.30620406326365,"DERMASON","DERMASON"
0.70636723282445,0.583031008344856,"DERMASON","DERMASON"
0.153933736470232,0.232485893327169,"BOMBAY","BOMBAY"
0.651176437401026,0.833182757454825,"DERMASON","DERMASON"
0.800747196968908,0.680750080574401,"DERMASON","DERMASON"
0.749288041881371,0.581272351904095,"DERMASON","DERMASON"
0.714996689224051,0.431342675886791,"DERMASON","DERMASON"
0.536730657921411,0.582407572482107,"DERMASON","DERMASON"
0.597574381168943,0.525313896682239,"DERMASON","DERMASON"
0.0586247201267407,0.0559277822211153,"BOMBAY","BOMBAY"
0.797637161417751,0.532394972144185,"DERMASON","DERMASON"
0.721961084186246,0.414170536410333,"DERMASON","DERMASON"
0.54173572658062,0.407617460202898,"DERMASON","DERMASON"
0.684705396091144,0.655684840955867,"DERMASON","DERMASON"
0.138807113784419,0.029438419119152,"BOMBAY","BOMBAY"
0.723838299093619,0.510289526182453,"DERMASON","DERMASON"
0.608400301218198,0.49298108466117,"DERMASON","DERMASON"
0.522379369671326,0.468772760493915,"DERMASON","DERMASON"
0.108198063158601,0.089558521791482,"BOMBAY","BOMBAY"
0.118581776035952,0.0445049087238743,"BOMBAY","BOMBAY"
0.602114437239774,0.501983346564193,"DERMASON","DERMASON"
0.588627253016694,0.46606767189176,"DERMASON","DERMASON"
0.725789589247042,0.647396843973419,"DERMASON","DERMASON"
0.703612987129902,0.638059248195889,"DERMASON","DERMASON"
0.591215230539279,0.540827280973305,"DERMASON","DERMASON"
0.0885541825351887,0.0729031348327086,"BOMBAY","BOMBAY"
0.641834870806189,0.684414014145581,"DERMASON","DERMASON"
0.634378634935342,0.517768618302747,"DERMASON","DERMASON"
0.577802767520039,0.401634896942428,"DERMASON","DERMASON"
0.682665814160697,0.434972483777094,"DERMASON","DERMASON"
0.624195202300518,0.660028380545961,"DERMASON","DERMASON"
0.615488775364907,0.538612015062445,"DERMASON","DERMASON"
0.665885412807189,0.596394545441108,"DERMASON","DERMASON"
0.698917905473675,0.527542598634731,"DERMASON","DERMASON"
0.643953937771444,0.551916721150302,"DERMASON","DERMASON"
0.640934579296761,0.458791949051258,"DERMASON","DERMASON"
0.683691654604745,0.347073091006507,"DERMASON","DERMASON"
0.684888559189894,0.451896059553708,"DERMASON","DERMASON"
0.670914829602563,0.674324593524312,"DERMASON","DERMASON"
0.663172291131339,0.612624557015717,"DERMASON","DERMASON"
0.616247100270092,0.478548093994038,"DERMASON","DERMASON"
0.525039406558443,0.497198249417431,"DERMASON","DERMASON"
0.701681926064344,0.523572253753028,"DERMASON","DERMASON"
0.774956742153855,0.48968583398755,"DERMASON","DERMASON"
0.636254350971606,0.603187361608275,"DERMASON","DERMASON"
0.733261905618508,0.497489729092522,"DERMASON","DERMASON"
0.0549809265777358,0.0785167760787437,"BOMBAY","BOMBAY"
0.649328811872575,0.597709530053284,"DERMASON","DERMASON"
0.56726533403473,0.60294889232516,"DERMASON","DERMASON"
0.619450439341904,0.539905660033993,"DERMASON","DERMASON"
0.758975263150889,0.696260192640134,"DERMASON","DERMASON"
0.67728812586788,0.574526080273944,"DERMASON","DERMASON"
0.725273890954927,0.641897206564945,"DERMASON","DERMASON"
0.725849679724537,0.671107130428009,"DERMASON","DERMASON"
0.588805143341858,0.627463111352187,"DERMASON","DERMASON"
0.82082906040464,0.669065307856462,"DERMASON","DERMASON"
0.671652851046202,0.498162746074275,"DERMASON","DERMASON"
0.564775145781277,0.495850228285548,"DERMASON","DERMASON"
0.538627431257638,0.407372886381231,"DERMASON","DERMASON"
0.671267799294102,0.597175800022975,"DERMASON","DERMASON"
0.591570028633935,0.548010135885999,"DERMASON","DERMASON"
0.579351241214865,0.384488270382637,"DERMASON","DERMASON"
0.106856906501606,0.218798100882332,"BOMBAY","BOMBAY"
0.589324550648777,0.422687282876143,"DERMASON","DERMASON"
0.555804509130558,0.428948907451278,"DERMASON","DERMASON"
0.059255314701724,0.114229329339102,"BOMBAY","BOMBAY"
0.560232778745148,0.497155677641743,"DERMASON","DERMASON"
0.605339471386087,0.594868165721127,"DERMASON","DERMASON"
0.603803122539788,0.55987007627762,"DERMASON","DERMASON"
0.6230318168402,0.51466531045796,"DERMASON","DERMASON"
0.57899449174002,0.516044532792829,"DERMASON","DERMASON"
0.671009023183582,0.600027517620829,"DERMASON","DERMASON"
0.641163979911841,0.481388091949826,"DERMASON","DERMASON"
0.656803003462132,0.562784008122275,"DERMASON","DERMASON"
0.57869478840372,0.439542590582267,"DERMASON","DERMASON"
0.59347299986919,0.428553968787847,"DERMASON","DERMASON"
0.7215448616713,0.682197473448048,"DERMASON","DERMASON"
0.570342756061703,0.609644388360837,"DERMASON","DERMASON"
0.108856985467964,0.151442156337673,"BOMBAY","BOMBAY"
0.696105662151675,0.461825241340833,"DERMASON","DERMASON"
0.11828906594306,0.0955612211756884,"BOMBAY","BOMBAY"
0.546885664765606,0.55053844476352,"DERMASON","DERMASON"
0.660156389799814,0.731793293359999,"DERMASON","DERMASON"
0.609646649100933,0.670607976505222,"DERMASON","DERMASON"
0.0637690386366957,0.132433482686441,"BOMBAY","BOMBAY"
0.567457092381306,0.44684988719316,"DERMASON","DERMASON"
0.0977785919125938,0.0269443888630704,"BOMBAY","BOMBAY"
0.112359461594849,0.034045605612782,"BOMBAY","BOMBAY"
0.734607125675603,0.437410846453304,"DERMASON","DERMASON"
0.647228685961093,0.502182313081863,"DERMASON","DERMASON"
0.114794857601772,0.0833316714199318,"BOMBAY","BOMBAY"
0.551381690865239,0.452863233218987,"DERMASON","DERMASON"
0.538442117185456,0.49362943122342,"DERMASON","DERMASON"
0.082003807045648,0.10933872972671,"BOMBAY","BOMBAY"
0.723420849397293,0.63357765617222,"DERMASON","DERMASON"
0.516155334459038,0.491351789799886,"DERMASON","DERMASON"
0.6460307998524,0.490324429354416,"DERMASON","DERMASON"
0.644300273308469,0.673284819278075,"DERMASON","DERMASON"
0.635556583721523,0.625467123792054,"DERMASON","DERMASON"
0.733339575872823,0.489386496458081,"DERMASON","DERMASON"
0.52539458536175,0.493526857859731,"DERMASON","DERMASON"
0.657905196824339,0.512008239658826,"DERMASON","DERMASON"
0.584674385679263,0.547095378717848,"DERMASON","DERMASON"
0.625511295154888,0.62583655186914,"DERMASON","DERMASON"
0.594562458219026,0.519131158793519,"DERMASON","DERMASON"
0.523703702657213,0.450935316836735,"DERMASON","DERMASON"
0.636860950965273,0.647877685807338,"DERMASON","DERMASON"
0.717585555869831,0.559693550155145,"DERMASON","DERMASON"
0.660380497714064,0.462146795349529,"DERMASON","DERMASON"
0.642724648795887,0.573006978714568,"DERMASON","DERMASON"
0.774027978817459,0.617030296191199,"DERMASON","DERMASON"
0.695247480366523,0.616998036633185,"DERMASON","DERMASON"
0.527125482437519,0.43168003931345,"DERMASON","DERMASON"
0.0558851622591586,0.126982614466524,"BOMBAY","BOMBAY"
0.0627500954427682,0.0451203309547503,"BOMBAY","BOMBAY"
0.660225433187119,0.594696758560789,"DERMASON","DERMASON"
0.574389871541315,0.559952500751031,"DERMASON","DERMASON"
0.740070046984033,0.671212515844248,"DERMASON","DERMASON"
0.655786124433163,0.595422075718129,"DERMASON","DERMASON"
0.587532224516554,0.430765681397792,"DERMASON","DERMASON"
0.635321271147388,0.553315388627321,"DERMASON","DERMASON"
0.571495214987451,0.528174281290479,"DERMASON","DERMASON"
0.812902701017919,0.627069368611043,"DERMASON","DERMASON"
0.0595168854475346,0.0867933767790263,"BOMBAY","BOMBAY"
0.630694498020849,0.529636093582733,"DERMASON","DERMASON"
0.666775604054333,0.613646454506337,"DERMASON","DERMASON"
0.570880007454826,0.437289978969625,"DERMASON","DERMASON"
0.537732372113299,0.480934574259925,"DERMASON","DERMASON"
0.779785122788458,0.590310509143444,"DERMASON","DERMASON"
0.791621188430403,0.742131265457198,"DERMASON","DERMASON"
0.0472012207857693,0.234541905814203,"BOMBAY","BOMBAY"
0.574114365657792,0.654459532027341,"DERMASON","DERMASON"
0.55052589868117,0.607317102793639,"DERMASON","DERMASON"
0.674208985496554,0.49040361271943,"DERMASON","DERMASON"
0.097981556600908,0.017577452529666,"BOMBAY","BOMBAY"
0.669889986148057,0.647600334318099,"DERMASON","DERMASON"
0.616785612204905,0.503346856093957,"DERMASON","DERMASON"
0.641030067922649,0.4419609755357,"DERMASON","DERMASON"
0.582123035744623,0.493056255033659,"DERMASON","DERMASON"
0.802096988504921,0.859588596939195,"DERMASON","DERMASON"
0.57906458394789,0.453264751706393,"DERMASON","DERMASON"
0.699051448952153,0.547993297960386,"DERMASON","DERMASON"
0.585008429608652,0.486681776173864,"DERMASON","DERMASON"
0.646309216375798,0.689412428393895,"DERMASON","DERMASON"
0.617471407191107,0.670860065343715,"DERMASON","DERMASON"
0.0934062351507095,0.0753447287950442,"BOMBAY","BOMBAY"
0.600768924595704,0.507594522684828,"DERMASON","DERMASON"
0.636382046763296,0.499668182078047,"DERMASON","DERMASON"
0.718229375872148,0.665772635034007,"DERMASON","DERMASON"
0.687727168859219,0.581025730252062,"DERMASON","DERMASON"
0.544952133771156,0.49058542013385,"DERMASON","DERMASON"
0.643821353961309,0.562402317820791,"DERMASON","DERMASON"
0.573168175408352,0.426212100297276,"DERMASON","DERMASON"
0.681852749717341,0.635095930669479,"DERMASON","DERMASON"
0.551715862698878,0.599962781203474,"DERMASON","DERMASON"
0.626173837829849,0.55129626638319,"DERMASON","DERMASON"
0.656662387661431,0.554626251311095,"DERMASON","DERMASON"
0.567916005746008,0.5268215562759,"DERMASON","DERMASON"
0.723797260896056,0.558096720680637,"DERMASON","DERMASON"
0.559848055843961,0.461863315640642,"DERMASON","DERMASON"
0.726276464778508,0.639400972184087,"DERMASON","DERMASON"
0.0715129436196805,0.0618105190181395,"BOMBAY","BOMBAY"
0.606902194460635,0.562205409549703,"DERMASON","DERMASON"
0.69124925086108,0.534374438236625,"DERMASON","DERMASON"
0.680612253962381,0.638293517117842,"DERMASON","DERMASON"
0.688461695872866,0.547460333427526,"DERMASON","DERMASON"
0.848295166218719,0.596485429377027,"DERMASON","DERMASON"
0.644580992947013,0.633591281398068,"DERMASON","DERMASON"
0.600033565071514,0.549500657113129,"DERMASON","DERMASON"
0.638580304497097,0.611096220354432,"DERMASON","DERMASON"
0.580867809184958,0.573791729382322,"DERMASON","DERMASON"
0.530223056001145,0.473705295603826,"DERMASON","DERMASON"
0.658859300202946,0.4551951086624,"DERMASON","DERMASON"
0.55828215090527,0.428714376285057,"DERMASON","DERMASON"
0.0807373843756267,0.170661881566986,"BOMBAY","BOMBAY"
0.66896202144631,0.486284673975102,"DERMASON","DERMASON"
0.78353682982545,0.701717430990087,"DERMASON","DERMASON"
0.498804053690452,0.529029309571209,"DERMASON","DERMASON"
0.0496262977766989,0.139306455194096,"BOMBAY","BOMBAY"
0.688736747351489,0.622637153448325,"DERMASON","DERMASON"
0.546476195464563,0.534430040420201,"DERMASON","DERMASON"
0.544367434196829,0.454987162387817,"DERMASON","DERMASON"
0.633319429709051,0.528279811455906,"DERMASON","DERMASON"
0.545511296891896,0.567860647639303,"DERMASON","DERMASON"
0.591333304610842,0.580470919747169,"DERMASON","DERMASON"
0.641309933864977,0.419082201891089,"DERMASON","DERMASON"
0.782541718138847,0.673796393459605,"DERMASON","DERMASON"
0.559132140671205,0.516218491657961,"DERMASON","DERMASON"
0.5769317477736,0.415630853339593,"DERMASON","DERMASON"
0.517421333336671,0.468196190583584,"DERMASON","DERMASON"
0.567067215059762,0.481723856165106,"DERMASON","DERMASON"
0.502685720300548,0.497982632930436,"DERMASON","DERMASON"
0.63676617575255,0.615966290869765,"DERMASON","DERMASON"
0.704571781535104,0.563320545235968,"DERMASON","DERMASON"
0.605679918899957,0.556612273579732,"DERMASON","DERMASON"
0.647789315591591,0.700464079929772,"DERMASON","DERMASON"
0.594527266992228,0.6665611227297,"DERMASON","DERMASON"
0.657483850565578,0.631383198044567,"DERMASON","DERMASON"
0.535102593915358,0.477198899973961,"DERMASON","DERMASON"
0.578742141824013,0.46984600986449,"DERMASON","DERMASON"
0.566379099671864,0.59974852819064,"DERMASON","DERMASON"
0.563948302954379,0.490840161573323,"DERMASON","DERMASON"
0.580864112751436,0.439540824595405,"DERMASON","DERMASON"
0.131493975172531,0.139097978850444,"BOMBAY","BOMBAY"
0.649648737271692,0.525235641270923,"DERMASON","DERMASON"
0.631403885684992,0.48718922636756,"DERMASON","DERMASON"
0.0960497345461042,0.1451578761965,"BOMBAY","BOMBAY"
0.566461349004668,0.575217894783542,"DERMASON","DERMASON"
0.646344692617072,0.533695047719897,"DERMASON","DERMASON"
0.690711114384549,0.509290412710487,"DERMASON","DERMASON"
0.733815017952321,0.513498177125838,"DERMASON","DERMASON"
0.652894359421673,0.609613330080397,"DERMASON","DERMASON"
0.556499970514058,0.5166508039001,"DERMASON","DERMASON"
0.769905585750888,0.53972397314286,"DERMASON","DERMASON"
0.53614122298413,0.411537604919143,"DERMASON","DERMASON"
0.713668081692804,0.476964603473113,"DERMASON","DERMASON"
0.596590584190723,0.420691072728877,"DERMASON","DERMASON"
0.563548476530305,0.664124516281806,"DERMASON","DERMASON"
0.627495486051318,0.556642669417502,"DERMASON","DERMASON"
0.63304509081435,0.58630494787378,"DERMASON","DERMASON"
0.52466537477069,0.4587794500623,"DERMASON","DERMASON"
0.670126661460096,0.749572441325422,"DERMASON","DERMASON"
0.693441637930491,0.67832949688025,"DERMASON","DERMASON"
0.810868189176522,0.29674323171292,"DERMASON","DERMASON"
0.675500215970806,0.620845825394274,"DERMASON","DERMASON"
0.0397149885986889,0.0761131178772533,"BOMBAY","BOMBAY"
0.538966501426694,0.426086326044176,"DERMASON","DERMASON"
0.709349015693903,0.46954993765125,"DERMASON","DERMASON"
0.0757840993538722,0.0536842477525162,"BOMBAY","BOMBAY"
0.594045469144929,0.472140016381449,"DERMASON","DERMASON"
0.603668825124037,0.613296583102661,"DERMASON","DERMASON"
0.0631055430990016,0.0943779387098578,"BOMBAY","BOMBAY"
0.566011534211984,0.483490464938351,"DERMASON","DERMASON"
0.495334137124967,0.50508433623882,"DERMASON","DERMASON"
0.0880741197627704,0.135211829678726,"BOMBAY","BOMBAY"
0.0627773045491984,0.0147642662066306,"BOMBAY","BOMBAY"
0.626596630196001,0.60416003434683,"DERMASON","DERMASON"
0.573636500545023,0.431790860309583,"DERMASON","DERMASON"
0.60713676441067,0.464079686972556,"DERMASON","DERMASON"
0.733917494927015,0.52781698514343,"DERMASON","DERMASON"
0.105915021231371,0.0816997126108224,"BOMBAY","BOMBAY"
0.580436417387803,0.634638058017639,"DERMASON","DERMASON"
0.708464381068944,0.540015475017526,"DERMASON","DERMASON"
0.634250103461028,0.491890537608597,"DERMASON","DERMASON"
0.534457658999063,0.451079716740846,"DERMASON","DERMASON"
0.685108536168684,0.72054981697154,"DERMASON","DERMASON"
0.0822574699603535,0.0616557191786842,"BOMBAY","BOMBAY"
0.0897137839948376,0.0938909996555775,"BOMBAY","BOMBAY"
0.631870247630174,0.684848063747689,"DERMASON","DERMASON"
0.73647125868861,0.542962320603099,"DERMASON","DERMASON"
0.596482732131414,0.532764394166315,"DERMASON","DERMASON"
0.651054107207874,0.640342962752085,"DERMASON","DERMASON"
0.750382470563027,0.463861945470949,"DERMASON","DERMASON"
0.597571462120406,0.480096169047322,"DERMASON","DERMASON"
0.642810690005297,0.487134434370961,"DERMASON","DERMASON"
0.706810564746027,0.513528801473118,"DERMASON","DERMASON"
0.816524161406403,0.578160812851224,"DERMASON","DERMASON"
0.0605890115469432,0.0197782212909794,"BOMBAY","BOMBAY"
0.56260103538675,0.706869568353362,"DERMASON","DERMASON"
0.615965824714394,0.627753625505231,"DERMASON","DERMASON"
0.68835259824952,0.472024445612183,"DERMASON","DERMASON"
